Customer ID,SKU,Issue,Failure Component,Claim Date,Resolution,Repair Cost
CUST-48266,SKU-BOS-WASH-SER8,Thermal Throttling / Overheating,Heavy Weight Ballast Block,2023-05-04,Battery Replacement,200.91
CUST-27672,SKU-DYS-V15-DETECT,Camera Sensor Artifacts,Cyclonic Dust Bin,2023-06-23,Screen Assembly Swapped,123.71
CUST-91913,SKU-NIN-SWITCH-OLED,Physical Port Corruption,4310mAh Battery,2022-10-07,Unit Replaced Under Warranty,35.77
CUST-69874,SKU-SON-WH1000-M5,Noisy Motor / Bearing Friction,Soft Fit Leather Earpads,2022-08-23,Screen Assembly Swapped,58.62
CUST-85820,SKU-SON-WH1000-M5,Physical Port Corruption,Dual Noise Canceling Chips,2022-08-10,Component Cleaned & Re-calibrated,49.92
CUST-59722,SKU-SAM-GS23U-512,Camera Sensor Artifacts,Dynamic AMOLED 2X Screen,2022-02-12,Battery Replacement,27.85
CUST-92317,SKU-APP-IP14P-256,Physical Port Corruption,Titanium Frame,2022-03-11,Screen Assembly Swapped,92.71
CUST-54992,SKU-DEL-XPS15-9530,Wireless Connectivity Loss,Carbon Fiber Palmrest,2023-11-14,Component Cleaned & Re-calibrated,524.93
CUST-24601,SKU-SON-WH1000-M5,Screen Flicker / Dead Pixels,30-hour Battery,2023-01-01,Refurbished Board Soldered,44.53
CUST-35499,SKU-APP-IP14P-256,Thermal Throttling / Overheating,A16 Bionic Logic Board,2023-07-28,Battery Replacement,174.33
CUST-84494,SKU-APP-MBA-M2,Physical Port Corruption,MagSafe 3 Connector,2022-02-01,Screen Assembly Swapped,267.82
CUST-71220,SKU-DYS-V15-DETECT,Physical Port Corruption,Hyperdymium Motor,2022-08-03,Component Cleaned & Re-calibrated,109.97
CUST-35266,SKU-NIN-SWITCH-OLED,Screen Flicker / Dead Pixels,Tegra X1 System Board,2023-09-19,Screen Assembly Swapped,53.1
CUST-30959,SKU-DEL-XPS15-9530,Noisy Motor / Bearing Friction,Intel i9-13900H Board,2022-12-15,Component Cleaned & Re-calibrated,57.81
CUST-29579,SKU-NIN-SWITCH-OLED,Water Seal Compromise,Joy-Con Rail Controls,2023-12-15,Claim Rejected - User Damage,26.58
CUST-29758,SKU-LG-OLED65-C3,Battery Drain / Rapid Discharge,Magical Remote Sensor,2023-09-15,Battery Replacement,51.04
CUST-30528,SKU-SAM-GS23U-512,Drifting Analog Stick,Dynamic AMOLED 2X Screen,2023-10-06,Claim Rejected - User Damage,139.14
CUST-88146,SKU-APP-MBA-M2,Water Seal Compromise,MagSafe 3 Connector,2022-12-22,Refurbished Board Soldered,90.7
CUST-19881,SKU-DYS-V15-DETECT,Wireless Connectivity Loss,Cyclonic Dust Bin,2022-05-15,Battery Replacement,48.69
CUST-25071,SKU-DYS-V15-DETECT,Water Seal Compromise,Cyclonic Dust Bin,2023-04-21,Component Cleaned & Re-calibrated,120.55
CUST-35770,SKU-NIN-SWITCH-OLED,Physical Port Corruption,Joy-Con Rail Controls,2022-01-31,Component Cleaned & Re-calibrated,36.66
CUST-10396,SKU-APP-IP14P-256,Drifting Analog Stick,Triple Camera Module,2022-02-28,Component Cleaned & Re-calibrated,233.92
CUST-46657,SKU-CAN-EOS-R6M2,Screen Flicker / Dead Pixels,5-axis In-Body Stabilizer,2022-12-11,Unit Replaced Under Warranty,31.0
CUST-81599,SKU-APP-MBA-M2,Battery Drain / Rapid Discharge,Liquid Retina Panel,2023-03-31,Battery Replacement,212.33
CUST-52538,SKU-LG-OLED65-C3,Camera Sensor Artifacts,Power Supply Unit,2023-12-19,Component Cleaned & Re-calibrated,371.15
CUST-22709,SKU-DYS-V15-DETECT,Camera Sensor Artifacts,Cyclonic Dust Bin,2023-08-25,Battery Replacement,59.22
CUST-67375,SKU-DEL-XPS15-9530,Battery Drain / Rapid Discharge,4K OLED Touch Display,2023-09-26,Refurbished Board Soldered,551.32
CUST-61556,SKU-SAM-GS23U-512,Wireless Connectivity Loss,Snapdragon 8 Gen 2 Board,2023-09-29,Unit Replaced Under Warranty,94.61
CUST-23681,SKU-SAM-GS23U-512,Thermal Throttling / Overheating,S-Pen Digitizer,2023-03-16,Component Cleaned & Re-calibrated,253.35
CUST-39617,SKU-BOS-WASH-SER8,Noisy Motor / Bearing Friction,EcoSilence Drive Motor,2022-05-18,Claim Rejected - User Damage,33.93
CUST-43980,SKU-BOS-WASH-SER8,Camera Sensor Artifacts,AquaStop Safety Valve,2023-11-30,Battery Replacement,241.66
CUST-35346,SKU-LG-OLED65-C3,Screen Flicker / Dead Pixels,alpha9 AI Processor Gen6 Board,2023-01-31,Unit Replaced Under Warranty,140.53
CUST-59500,SKU-DEL-XPS15-9530,Logic Board Power Failure,Carbon Fiber Palmrest,2022-10-21,Component Cleaned & Re-calibrated,92.7
CUST-83366,SKU-NIN-SWITCH-OLED,Battery Drain / Rapid Discharge,Joy-Con Rail Controls,2023-07-24,Unit Replaced Under Warranty,77.77
CUST-57173,SKU-LG-OLED65-C3,Drifting Analog Stick,Magical Remote Sensor,2023-12-15,Claim Rejected - User Damage,422.98
CUST-21277,SKU-BOS-WASH-SER8,Physical Port Corruption,AquaStop Safety Valve,2023-09-28,Refurbished Board Soldered,42.11
CUST-66202,SKU-APP-IP14P-256,Wireless Connectivity Loss,Titanium Frame,2023-10-19,Unit Replaced Under Warranty,64.78
CUST-85899,SKU-DEL-XPS15-9530,Drifting Analog Stick,Intel i9-13900H Board,2023-10-02,Unit Replaced Under Warranty,174.96
CUST-16866,SKU-NIN-SWITCH-OLED,Water Seal Compromise,Docking Station Mainboard,2022-08-10,Refurbished Board Soldered,51.82
CUST-24354,SKU-APP-MBA-M2,Noisy Motor / Bearing Friction,Liquid Retina Panel,2022-08-06,Component Cleaned & Re-calibrated,345.77
CUST-29296,SKU-LG-OLED65-C3,Camera Sensor Artifacts,40W 2.2 Ch Speaker Array,2023-11-18,Claim Rejected - User Damage,289.75
CUST-10359,SKU-DEL-XPS15-9530,Physical Port Corruption,NVIDIA RTX 4070 GPU,2022-01-15,Component Cleaned & Re-calibrated,196.71
CUST-55162,SKU-DEL-XPS15-9530,Physical Port Corruption,Intel i9-13900H Board,2023-08-27,Claim Rejected - User Damage,152.58
CUST-33387,SKU-APP-MBA-M2,Physical Port Corruption,MagSafe 3 Connector,2023-02-08,Refurbished Board Soldered,312.02
CUST-30845,SKU-LG-OLED65-C3,Thermal Throttling / Overheating,Magical Remote Sensor,2022-08-14,Battery Replacement,321.03
CUST-61038,SKU-NIN-SWITCH-OLED,Camera Sensor Artifacts,Tegra X1 System Board,2022-05-01,Unit Replaced Under Warranty,33.32
CUST-82426,SKU-NIN-SWITCH-OLED,Screen Flicker / Dead Pixels,Tegra X1 System Board,2022-09-13,Screen Assembly Swapped,25.29
CUST-25091,SKU-DYS-V15-DETECT,Drifting Analog Stick,7-cell Click-in Battery,2022-12-24,Component Cleaned & Re-calibrated,104.55
CUST-60903,SKU-DYS-V15-DETECT,Thermal Throttling / Overheating,Laser Slim Fluffy Cleaner Head,2022-11-09,Claim Rejected - User Damage,43.34
CUST-10110,SKU-LG-OLED65-C3,Battery Drain / Rapid Discharge,65-inch Self-lit OLED Panel,2023-07-07,Component Cleaned & Re-calibrated,372.52
CUST-16052,SKU-DYS-V15-DETECT,Drifting Analog Stick,7-cell Click-in Battery,2023-02-22,Screen Assembly Swapped,90.99
CUST-42229,SKU-SON-WH1000-M5,Logic Board Power Failure,30mm Driver Units,2022-03-16,Refurbished Board Soldered,58.67
CUST-66843,SKU-LG-OLED65-C3,Logic Board Power Failure,40W 2.2 Ch Speaker Array,2023-08-26,Screen Assembly Swapped,253.4
CUST-68170,SKU-BOS-WASH-SER8,Water Seal Compromise,AquaStop Safety Valve,2023-09-09,Claim Rejected - User Damage,251.54
CUST-75368,SKU-NIN-SWITCH-OLED,Physical Port Corruption,7-inch OLED Display,2023-03-13,Battery Replacement,27.59
CUST-68345,SKU-DEL-XPS15-9530,Screen Flicker / Dead Pixels,86Wh Battery Module,2022-09-03,Refurbished Board Soldered,182.18
CUST-96569,SKU-APP-IP14P-256,Noisy Motor / Bearing Friction,Lithium-Ion Battery,2023-08-29,Claim Rejected - User Damage,45.87
CUST-20806,SKU-NIN-SWITCH-OLED,Noisy Motor / Bearing Friction,Joy-Con Rail Controls,2023-02-01,Screen Assembly Swapped,58.03
CUST-20398,SKU-LG-OLED65-C3,Drifting Analog Stick,alpha9 AI Processor Gen6 Board,2023-04-15,Claim Rejected - User Damage,218.44
CUST-43418,SKU-DYS-V15-DETECT,Physical Port Corruption,7-cell Click-in Battery,2022-01-07,Refurbished Board Soldered,99.64
CUST-48072,SKU-DYS-V15-DETECT,Wireless Connectivity Loss,Cyclonic Dust Bin,2022-05-05,Unit Replaced Under Warranty,77.88
CUST-76309,SKU-BOS-WASH-SER8,Noisy Motor / Bearing Friction,Digital Touch Control Board,2022-10-08,Battery Replacement,63.67
CUST-89214,SKU-DYS-V15-DETECT,Screen Flicker / Dead Pixels,Laser Slim Fluffy Cleaner Head,2022-04-22,Refurbished Board Soldered,98.31
CUST-43847,SKU-BOS-WASH-SER8,Physical Port Corruption,Heavy Weight Ballast Block,2023-03-05,Screen Assembly Swapped,72.04
CUST-38678,SKU-CAN-EOS-R6M2,Screen Flicker / Dead Pixels,DIGIC X Image Processor Board,2022-06-14,Claim Rejected - User Damage,94.4
CUST-13120,SKU-CAN-EOS-R6M2,Drifting Analog Stick,Magnesium Alloy Frame,2022-05-06,Screen Assembly Swapped,184.85
CUST-10880,SKU-APP-IP14P-256,Screen Flicker / Dead Pixels,Titanium Frame,2022-05-22,Screen Assembly Swapped,199.06
CUST-73304,SKU-DEL-XPS15-9530,Drifting Analog Stick,4K OLED Touch Display,2022-12-26,Refurbished Board Soldered,291.64
CUST-59790,SKU-APP-MBA-M2,Noisy Motor / Bearing Friction,52.6Wh Battery,2023-04-21,Battery Replacement,262.21
CUST-40234,SKU-LG-OLED65-C3,Noisy Motor / Bearing Friction,65-inch Self-lit OLED Panel,2023-03-04,Refurbished Board Soldered,267.79
CUST-50647,SKU-CAN-EOS-R6M2,Screen Flicker / Dead Pixels,24.2MP CMOS Full-Frame Sensor,2023-12-04,Unit Replaced Under Warranty,441.77
CUST-62363,SKU-DYS-V15-DETECT,Wireless Connectivity Loss,7-cell Click-in Battery,2023-11-15,Unit Replaced Under Warranty,120.56
CUST-73000,SKU-DYS-V15-DETECT,Wireless Connectivity Loss,7-cell Click-in Battery,2023-02-15,Unit Replaced Under Warranty,111.99
CUST-97977,SKU-LG-OLED65-C3,Drifting Analog Stick,65-inch Self-lit OLED Panel,2022-05-09,Refurbished Board Soldered,28.73
CUST-52028,SKU-DYS-V15-DETECT,Water Seal Compromise,Laser Slim Fluffy Cleaner Head,2022-11-15,Unit Replaced Under Warranty,58.28
CUST-91684,SKU-SAM-GS23U-512,Physical Port Corruption,Dynamic AMOLED 2X Screen,2022-03-05,Refurbished Board Soldered,93.72
CUST-75703,SKU-BOS-WASH-SER8,Physical Port Corruption,Heavy Weight Ballast Block,2022-05-18,Component Cleaned & Re-calibrated,159.68
CUST-28578,SKU-NIN-SWITCH-OLED,Physical Port Corruption,Tegra X1 System Board,2022-11-03,Refurbished Board Soldered,68.68
CUST-57423,SKU-SAM-GS23U-512,Wireless Connectivity Loss,Dynamic AMOLED 2X Screen,2023-12-05,Battery Replacement,192.26
CUST-71264,SKU-APP-IP14P-256,Water Seal Compromise,Titanium Frame,2023-09-02,Screen Assembly Swapped,242.47
CUST-59794,SKU-SON-WH1000-M5,Wireless Connectivity Loss,Integrated Microphone Array,2022-10-10,Claim Rejected - User Damage,26.42
CUST-14905,SKU-NIN-SWITCH-OLED,Noisy Motor / Bearing Friction,Tegra X1 System Board,2023-03-19,Unit Replaced Under Warranty,36.93
CUST-21660,SKU-SON-WH1000-M5,Screen Flicker / Dead Pixels,Dual Noise Canceling Chips,2022-09-11,Refurbished Board Soldered,27.28
CUST-20352,SKU-BOS-WASH-SER8,Water Seal Compromise,VarioDrum Stainless Tub,2022-09-05,Screen Assembly Swapped,211.32
CUST-56352,SKU-APP-MBA-M2,Drifting Analog Stick,M2 SoC Logic Board,2023-11-16,Refurbished Board Soldered,32.83
CUST-51914,SKU-DEL-XPS15-9530,Drifting Analog Stick,Carbon Fiber Palmrest,2022-12-18,Refurbished Board Soldered,357.15
CUST-23676,SKU-DYS-V15-DETECT,Noisy Motor / Bearing Friction,Laser Slim Fluffy Cleaner Head,2022-06-07,Refurbished Board Soldered,82.52
CUST-43154,SKU-DYS-V15-DETECT,Noisy Motor / Bearing Friction,Hyperdymium Motor,2023-02-26,Screen Assembly Swapped,86.47
CUST-69384,SKU-DYS-V15-DETECT,Drifting Analog Stick,7-cell Click-in Battery,2022-11-21,Screen Assembly Swapped,32.36
CUST-21664,SKU-CAN-EOS-R6M2,Logic Board Power Failure,Magnesium Alloy Frame,2023-05-29,Claim Rejected - User Damage,257.24
CUST-66626,SKU-SON-WH1000-M5,Camera Sensor Artifacts,Soft Fit Leather Earpads,2023-03-11,Unit Replaced Under Warranty,62.47
CUST-80411,SKU-SON-WH1000-M5,Drifting Analog Stick,Dual Noise Canceling Chips,2023-08-12,Claim Rejected - User Damage,39.57
CUST-28463,SKU-LG-OLED65-C3,Screen Flicker / Dead Pixels,40W 2.2 Ch Speaker Array,2023-11-01,Unit Replaced Under Warranty,261.51
CUST-86435,SKU-DYS-V15-DETECT,Battery Drain / Rapid Discharge,7-cell Click-in Battery,2022-05-06,Claim Rejected - User Damage,85.6
CUST-50176,SKU-APP-MBA-M2,Thermal Throttling / Overheating,Magic Keyboard,2023-03-11,Refurbished Board Soldered,366.01
CUST-99653,SKU-NIN-SWITCH-OLED,Thermal Throttling / Overheating,4310mAh Battery,2022-07-20,Component Cleaned & Re-calibrated,48.21
CUST-25325,SKU-BOS-WASH-SER8,Thermal Throttling / Overheating,AquaStop Safety Valve,2023-06-22,Unit Replaced Under Warranty,220.22
CUST-89456,SKU-NIN-SWITCH-OLED,Physical Port Corruption,Docking Station Mainboard,2023-03-21,Screen Assembly Swapped,53.4
CUST-74808,SKU-APP-IP14P-256,Battery Drain / Rapid Discharge,Lithium-Ion Battery,2023-11-02,Screen Assembly Swapped,284.86
CUST-98617,SKU-APP-MBA-M2,Battery Drain / Rapid Discharge,MagSafe 3 Connector,2023-09-28,Claim Rejected - User Damage,139.17
CUST-23219,SKU-SAM-GS23U-512,Logic Board Power Failure,Dynamic AMOLED 2X Screen,2023-11-08,Component Cleaned & Re-calibrated,133.55
CUST-93088,SKU-SAM-GS23U-512,Camera Sensor Artifacts,Dynamic AMOLED 2X Screen,2022-03-19,Claim Rejected - User Damage,161.74
CUST-45476,SKU-DEL-XPS15-9530,Wireless Connectivity Loss,4K OLED Touch Display,2022-11-09,Screen Assembly Swapped,542.85
CUST-65708,SKU-LG-OLED65-C3,Thermal Throttling / Overheating,alpha9 AI Processor Gen6 Board,2022-04-07,Battery Replacement,198.07
CUST-56243,SKU-LG-OLED65-C3,Logic Board Power Failure,alpha9 AI Processor Gen6 Board,2022-08-06,Component Cleaned & Re-calibrated,461.54
CUST-60234,SKU-APP-IP14P-256,Thermal Throttling / Overheating,Triple Camera Module,2022-07-13,Refurbished Board Soldered,217.46
CUST-46243,SKU-SAM-GS23U-512,Logic Board Power Failure,5000mAh Battery,2023-07-06,Claim Rejected - User Damage,46.83
CUST-88027,SKU-APP-IP14P-256,Battery Drain / Rapid Discharge,OLED Display Assembly,2023-05-22,Claim Rejected - User Damage,107.55
CUST-18033,SKU-BOS-WASH-SER8,Screen Flicker / Dead Pixels,AquaStop Safety Valve,2022-10-08,Claim Rejected - User Damage,227.93
CUST-55419,SKU-SAM-GS23U-512,Drifting Analog Stick,5000mAh Battery,2022-07-14,Refurbished Board Soldered,204.97
CUST-88675,SKU-APP-IP14P-256,Noisy Motor / Bearing Friction,Titanium Frame,2022-01-15,Refurbished Board Soldered,224.87
CUST-93840,SKU-SON-WH1000-M5,Thermal Throttling / Overheating,Dual Noise Canceling Chips,2022-02-25,Component Cleaned & Re-calibrated,60.05
CUST-10512,SKU-CAN-EOS-R6M2,Physical Port Corruption,Magnesium Alloy Frame,2022-05-24,Battery Replacement,159.88
CUST-73467,SKU-DEL-XPS15-9530,Screen Flicker / Dead Pixels,NVIDIA RTX 4070 GPU,2023-09-27,Battery Replacement,32.64
CUST-41657,SKU-APP-MBA-M2,Thermal Throttling / Overheating,MagSafe 3 Connector,2023-11-25,Screen Assembly Swapped,144.92
CUST-67169,SKU-SAM-GS23U-512,Physical Port Corruption,S-Pen Digitizer,2023-10-21,Claim Rejected - User Damage,77.73
CUST-26682,SKU-DYS-V15-DETECT,Noisy Motor / Bearing Friction,HEPA Filtration Cylinder,2023-02-12,Unit Replaced Under Warranty,31.55
CUST-83061,SKU-NIN-SWITCH-OLED,Physical Port Corruption,Joy-Con Rail Controls,2022-12-12,Screen Assembly Swapped,43.91
CUST-63252,SKU-APP-MBA-M2,Physical Port Corruption,52.6Wh Battery,2022-07-04,Battery Replacement,356.84
CUST-85641,SKU-LG-OLED65-C3,Camera Sensor Artifacts,65-inch Self-lit OLED Panel,2022-09-10,Claim Rejected - User Damage,281.98
CUST-28197,SKU-SAM-GS23U-512,Noisy Motor / Bearing Friction,200MP Camera Sensor,2023-04-19,Screen Assembly Swapped,194.16
CUST-43381,SKU-APP-MBA-M2,Battery Drain / Rapid Discharge,52.6Wh Battery,2022-04-11,Claim Rejected - User Damage,100.81
CUST-91098,SKU-SON-WH1000-M5,Water Seal Compromise,Dual Noise Canceling Chips,2023-03-24,Battery Replacement,31.46
CUST-68518,SKU-BOS-WASH-SER8,Camera Sensor Artifacts,Heavy Weight Ballast Block,2022-07-05,Component Cleaned & Re-calibrated,227.4
CUST-27248,SKU-NIN-SWITCH-OLED,Logic Board Power Failure,Tegra X1 System Board,2023-08-02,Claim Rejected - User Damage,29.12
CUST-88710,SKU-CAN-EOS-R6M2,Battery Drain / Rapid Discharge,Magnesium Alloy Frame,2023-04-06,Screen Assembly Swapped,492.75
CUST-57530,SKU-APP-MBA-M2,Physical Port Corruption,Liquid Retina Panel,2023-09-06,Refurbished Board Soldered,113.48
CUST-21740,SKU-DYS-V15-DETECT,Screen Flicker / Dead Pixels,7-cell Click-in Battery,2022-07-05,Refurbished Board Soldered,33.51
CUST-95648,SKU-LG-OLED65-C3,Thermal Throttling / Overheating,alpha9 AI Processor Gen6 Board,2023-12-25,Battery Replacement,198.48
CUST-42955,SKU-DYS-V15-DETECT,Screen Flicker / Dead Pixels,Cyclonic Dust Bin,2022-01-04,Battery Replacement,97.43
CUST-42896,SKU-SON-WH1000-M5,Noisy Motor / Bearing Friction,30-hour Battery,2023-02-06,Screen Assembly Swapped,35.95
CUST-29314,SKU-SON-WH1000-M5,Water Seal Compromise,Dual Noise Canceling Chips,2023-08-26,Unit Replaced Under Warranty,28.81
CUST-67859,SKU-SAM-GS23U-512,Battery Drain / Rapid Discharge,Dynamic AMOLED 2X Screen,2023-10-07,Unit Replaced Under Warranty,60.91
CUST-16154,SKU-LG-OLED65-C3,Logic Board Power Failure,Magical Remote Sensor,2022-06-10,Refurbished Board Soldered,229.58
CUST-17389,SKU-BOS-WASH-SER8,Drifting Analog Stick,Digital Touch Control Board,2023-11-16,Refurbished Board Soldered,134.51
CUST-11869,SKU-CAN-EOS-R6M2,Logic Board Power Failure,DIGIC X Image Processor Board,2023-01-17,Component Cleaned & Re-calibrated,135.99
CUST-93117,SKU-APP-IP14P-256,Battery Drain / Rapid Discharge,Triple Camera Module,2023-11-13,Battery Replacement,136.25
CUST-72369,SKU-SAM-GS23U-512,Drifting Analog Stick,5000mAh Battery,2023-03-11,Claim Rejected - User Damage,179.25
CUST-25806,SKU-NIN-SWITCH-OLED,Noisy Motor / Bearing Friction,Joy-Con Rail Controls,2023-01-14,Unit Replaced Under Warranty,57.54
CUST-95750,SKU-NIN-SWITCH-OLED,Drifting Analog Stick,Tegra X1 System Board,2022-11-13,Claim Rejected - User Damage,81.87
CUST-38864,SKU-APP-IP14P-256,Noisy Motor / Bearing Friction,OLED Display Assembly,2023-03-08,Refurbished Board Soldered,192.72
CUST-97838,SKU-SAM-GS23U-512,Wireless Connectivity Loss,5000mAh Battery,2023-10-27,Refurbished Board Soldered,213.56
CUST-63846,SKU-LG-OLED65-C3,Noisy Motor / Bearing Friction,Magical Remote Sensor,2022-12-09,Battery Replacement,156.43
CUST-51101,SKU-SON-WH1000-M5,Screen Flicker / Dead Pixels,Soft Fit Leather Earpads,2022-11-17,Unit Replaced Under Warranty,45.3
CUST-98423,SKU-APP-MBA-M2,Camera Sensor Artifacts,MagSafe 3 Connector,2023-05-27,Battery Replacement,169.5
CUST-63980,SKU-LG-OLED65-C3,Water Seal Compromise,40W 2.2 Ch Speaker Array,2023-08-17,Refurbished Board Soldered,205.92
CUST-51258,SKU-APP-IP14P-256,Logic Board Power Failure,Lithium-Ion Battery,2022-08-13,Claim Rejected - User Damage,142.75
CUST-93548,SKU-SAM-GS23U-512,Water Seal Compromise,Snapdragon 8 Gen 2 Board,2022-10-06,Unit Replaced Under Warranty,148.29
CUST-26761,SKU-SAM-GS23U-512,Battery Drain / Rapid Discharge,Dynamic AMOLED 2X Screen,2022-06-13,Component Cleaned & Re-calibrated,68.98
CUST-87053,SKU-DYS-V15-DETECT,Noisy Motor / Bearing Friction,Hyperdymium Motor,2022-12-28,Refurbished Board Soldered,73.48
CUST-61969,SKU-DYS-V15-DETECT,Physical Port Corruption,Laser Slim Fluffy Cleaner Head,2022-05-14,Claim Rejected - User Damage,48.22
CUST-66314,SKU-LG-OLED65-C3,Noisy Motor / Bearing Friction,65-inch Self-lit OLED Panel,2022-10-19,Battery Replacement,88.76
CUST-16060,SKU-DEL-XPS15-9530,Battery Drain / Rapid Discharge,NVIDIA RTX 4070 GPU,2023-09-26,Screen Assembly Swapped,562.37
CUST-83343,SKU-BOS-WASH-SER8,Logic Board Power Failure,EcoSilence Drive Motor,2022-06-08,Unit Replaced Under Warranty,65.62
CUST-29477,SKU-SAM-GS23U-512,Battery Drain / Rapid Discharge,Dynamic AMOLED 2X Screen,2022-07-25,Component Cleaned & Re-calibrated,111.45
CUST-58402,SKU-DEL-XPS15-9530,Water Seal Compromise,NVIDIA RTX 4070 GPU,2022-06-20,Screen Assembly Swapped,410.67
CUST-83006,SKU-APP-IP14P-256,Noisy Motor / Bearing Friction,Lithium-Ion Battery,2023-02-08,Component Cleaned & Re-calibrated,261.11
CUST-87548,SKU-DEL-XPS15-9530,Physical Port Corruption,Intel i9-13900H Board,2023-11-25,Unit Replaced Under Warranty,435.47
CUST-37842,SKU-DYS-V15-DETECT,Water Seal Compromise,Laser Slim Fluffy Cleaner Head,2023-07-13,Battery Replacement,72.25
CUST-16592,SKU-DEL-XPS15-9530,Wireless Connectivity Loss,86Wh Battery Module,2023-12-05,Unit Replaced Under Warranty,421.05
CUST-61397,SKU-NIN-SWITCH-OLED,Thermal Throttling / Overheating,Docking Station Mainboard,2022-11-07,Refurbished Board Soldered,48.56
CUST-99690,SKU-LG-OLED65-C3,Noisy Motor / Bearing Friction,Magical Remote Sensor,2023-07-30,Claim Rejected - User Damage,123.34
CUST-30810,SKU-APP-IP14P-256,Noisy Motor / Bearing Friction,Triple Camera Module,2023-06-15,Screen Assembly Swapped,132.43
CUST-53803,SKU-DYS-V15-DETECT,Drifting Analog Stick,Hyperdymium Motor,2022-12-10,Refurbished Board Soldered,83.51
CUST-84129,SKU-LG-OLED65-C3,Water Seal Compromise,alpha9 AI Processor Gen6 Board,2022-07-08,Unit Replaced Under Warranty,192.01
CUST-30819,SKU-SAM-GS23U-512,Thermal Throttling / Overheating,Snapdragon 8 Gen 2 Board,2023-04-04,Refurbished Board Soldered,200.52
CUST-89395,SKU-NIN-SWITCH-OLED,Noisy Motor / Bearing Friction,Tegra X1 System Board,2023-02-27,Claim Rejected - User Damage,79.39
CUST-33178,SKU-SAM-GS23U-512,Battery Drain / Rapid Discharge,S-Pen Digitizer,2023-11-30,Claim Rejected - User Damage,89.65
CUST-66416,SKU-SON-WH1000-M5,Noisy Motor / Bearing Friction,Dual Noise Canceling Chips,2022-09-15,Claim Rejected - User Damage,60.88
CUST-49093,SKU-LG-OLED65-C3,Screen Flicker / Dead Pixels,Power Supply Unit,2022-12-28,Battery Replacement,69.36
CUST-77266,SKU-CAN-EOS-R6M2,Screen Flicker / Dead Pixels,EVF Display Module,2022-02-19,Component Cleaned & Re-calibrated,523.98
